FIPS,LWX_TYPE,OWNER,DET_LENGTH,OT_TYPE,COMMENTS,Add_source,COUNTY,ROAD,FLOWSOURCE,SOURCE,LAT,LONG,GRADE,LOCATION_1,SIGNAGE,OWNER_ID,Latitude,Longitude,ID
309,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,MCLENNAN,I-35 NB FRONTAGE RD,TRIBUTARY TO HOOLIA CREEK,FIS,31.29713365,-97.25085192,NA,880 FT N OF SH 7,NONE,NA,31.29713365,-97.25085192,A00327
309,VENTED FORD,COUNTY,0,RIVERINE,ELM MOTT RD,NA,MCLENNAN,FM 308,TRIBUTARY TO WHITE ROCK CREEK,FIS,31.65063628,-97.13909149,NA,.30 MI NE OF FM 933,NONE,NA,31.65063628,-97.13909149,A00328
309,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MCLENNAN,RETREAT CENTER RD,UNNAMED TRIBUTARY,FIS,31.61338488,-96.93616811,RAISED,568 FT S OF FM 2491,NONE,NA,31.61338488,-96.93616811,A00329
309,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,MCLENNAN,SHERRY LN,WACO CREEK,FIS,31.51848783,-97.15968198,NA,68 FT NW OF BEVERLY DR,NONE,NA,31.51848783,-97.15968198,A00330
309,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,MCLENNAN,HAPPY SWANER,WEST FORK OF WILLIAMS CREEK,FIS,31.67627276,-96.94400029,NA,.56 MI NE OF HAPPY SWANER,NONE,NA,31.67627276,-96.94400029,A00331
327,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,MENARD,5B RANCH ROAD,SAN SABA RIVER,FIS,30.88005655,-99.59229425,NA,0.77 MI N OF SH 29,NV,NA,30.88005655,-99.59229425,A00332
327,UNVENTED FORD,COUNTY,0,RIVERINE,NA,NA,MENARD,RM 864,STREAM SS-3,FIS,30.85102204,-100.0494105,GRADE,.25 MI NE OF MEARS LN,NONE,NA,30.85102204,-100.0494105,A00333
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,BEATON ST,POST OAK CREEK,FIS,32.10108485,-96.47033001,NA,254 FT S OF AVE E,NONE,NA,32.10108485,-96.47033001,A00334
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,OAKLAWN DR,POST OAK CREEK,FIS,32.10174026,-96.47757578,NA,240 FT W OF ANN ARBOR DR,NONE,NA,32.10174026,-96.47757578,A00335
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,BOWIE DR,POST OAK CREEK,FIS,32.10903464,-96.49148961,NA,0.18 MI N OF DOBBINS,NONE,NA,32.10903464,-96.49148961,A00336
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,NORTHWOOD BLVD,POST OAK CREEK TRIBUTARY 6,FIS,32.11181388,-96.48963001,NA,208 FT NW OF TENNYSON ST,NONE,NA,32.11181388,-96.48963001,A00337
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,EDGEWOOD AVE,POST OAK CREEK TRIBUTARY 6,FIS,32.11439645,-96.48875658,NA,175 FT N OF FISH TANK,NONE,NA,32.11439645,-96.48875658,A00338
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,FISH TANK RD,POST OAK CREEK TRIBUTARY 6,FIS,32.113923,-96.488859,NA,175 FT S OF EDGEWOOD,NONE,NA,32.113923,-96.488859,A00339
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,LOUIS AVE,POST OAK CREEK TRIBUTARY 6,FIS,32.11608763,-96.48804634,NA,385 FT NW OF MCKINNEY AVE,NONE,NA,32.11608763,-96.48804634,A00340
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,MCKINNEY AVE,POST OAK CREEK TRIBUTARY 6,FIS,32.11521841,-96.48859555,NA,395 FT W OF LOUIS AVE,NONE,NA,32.11521841,-96.48859555,A00341
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,BUTLER ST,POST OAK CREEK TRIBUTARY 6,FIS,32.11082047,-96.49003113,NA,321 FT NW OF WOODCASTLE DR,NONE,NA,32.11082047,-96.49003113,A00342
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,LAKEWOOD,POST OAK CREEK TRIBUTARY 6,FIS,32.1168343,-96.48773585,NA,170 FT W OF LOUIS AVE,NONE,NA,32.1168343,-96.48773585,A00343
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,NORTHWOOD BLVD,POST OAK CREEK TRIBUTARY 7,FIS,32.11463458,-96.49676303,NA,750 FT NW OF BOWIE DR,NONE,NA,32.11463458,-96.49676303,A00344
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,BOWIE DR,SOUTH FORK POST OAK CREEK,FIS,32.10451517,-96.48844765,NA,220 FT S OF PRINCETON DR,NONE,NA,32.10451517,-96.48844765,A00345
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,PALOMA DR,SOUTH FORK POST OAK CREEK,FIS,32.10203675,-96.48928786,NA,211 FT W OF BEVERLY DR,NONE,NA,32.10203675,-96.48928786,A00346
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,5TH ST,TOWN BRANCH,FIS,32.08606882,-96.4514401,NA,304 FT S OF 17TH AVE,NONE,NA,32.08606882,-96.4514401,A00347
349,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,NAVARRO,I-45,TOWN BRANCH,FIS,32.08624629,-96.45410221,NA,486 FT S OF 15TH AVE,NONE,1.82E+14,32.08624629,-96.45410221,A00348
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,S 9TH ST,TOWN BRANCH,FIS,32.08570036,-96.45623402,NA,315 FT S OF E 15TH AVE,NONE,NA,32.08570036,-96.45623402,A00349
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,S BEATON ST,TOWN BRANCH,FIS,32.0854754,-96.45836681,NA,256 FT N OF E 16TH AVE,NONE,NA,32.0854754,-96.45836681,A00350
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,MAIN ST,TOWN BRANCH,FIS,32.08500323,-96.4594349,NA,277 FT N OF W 16TH AVE,NONE,NA,32.08500323,-96.4594349,A00351
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,S 12TH ST,TOWN BRANCH,FIS,32.0842193,-96.46038238,NA,865 FT S OF 13TH AVE,NV,NA,32.0842193,-96.46038238,A00352
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,FM 709,TOWN BRANCH,FIS,32.083791,-96.464196,NA,475 FT S OF 13TH AVE,NONE,NA,32.083791,-96.464196,A00353
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,13TH AVE,TOWN BRANCH,FIS,32.0843418,-96.46596691,NA,375 FT W OF S 15TH ST/FM 709,NONE,NA,32.0843418,-96.46596691,A00354
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,W 11TH AVE,TOWN BRANCH,FIS,32.08490595,-96.46774925,NA,390 FT W OF S 16TH ST,NONE,NA,32.08490595,-96.46774925,A00355
349,VENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,W 10TH AVE,TOWN BRANCH,FIS,32.08573038,-96.46894359,NA,448 FT E OF S 18TH ST,NONE,NA,32.08573038,-96.46894359,A00356
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,W 9TH AVE,TOWN BRANCH,FIS,32.08637092,-96.46976561,NA,236 FT E OF S 18TH ST,NONE,NA,32.08637092,-96.46976561,A00357
349,UNVENTED FORD,CITY,0,RIVERINE,NA,NA,NAVARRO,W 7TH AVE,TOWN BRANCH,FIS,32.08776016,-96.4712078,GRADE,900 FT E OF S 20TH ST,NONE,NA,32.08776016,-96.4712078,A00358
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,COLLIN & 23RD ST,TOWN BRANCH,FIS,32.08720265,-96.47654318,NA,730 FT W OF N 21ST ST,NONE,NA,32.08720265,-96.47654318,A00359
349,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NAVARRO,US 287,TOWN BRANCH,FIS,32.07972653,-96.44925441,NA,.44 MI N OF I-45,NONE,NA,32.07972653,-96.44925441,A00360
353,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,NOLAN,NEFF ST,TOWN CREEK,FIS,32.46572581,-100.3975462,NA,650 FT N OF ALEXANDER,NONE,NA,32.46572581,-100.3975462,A00361
355,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,NUECES,AIRPORT RD,DITCH BN,FIS,27.783402,-97.684757,NA,1 MI E OF CR 75,NONE,NA,27.783402,-97.684757,A00362
355,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,NUECES,CR 40,DITCH BN,FIS,27.79134553,-97.6862836,NA,1.92 MI E OF CR 77,NONE,161780AA0222001,27.79134553,-97.6862836,A00363
355,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,NUECES,FM 2444,OSO CREEK,FIS,27.65697342,-97.40175763,NA,909 FT SW OF OSO PKWY,NONE,1.62E+14,27.65697342,-97.40175763,A00364
355,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,NUECES,FM 43,OSO CREEK,FIS,27.6888652,-97.42936758,NA,.54 MI E OF CR 212,NONE,1.62E+14,27.6888652,-97.42936758,A00365
355,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,NUECES,SH 286,OSO CREEK,FIS,27.69734721,-97.4509934,NA,.66 MI NE OF FM 43,NONE,1.62E+14,27.69734721,-97.4509934,A00366
355,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,NUECES,CR 47,OSO CREEK TRIBUTARY NO. 5,FIS,27.66634858,-97.4707384,NA,.50 MI S OF CR 22,NONE,NA,27.66634858,-97.4707384,A00367
381,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,RANDALL,COUNTRY CLUB,PALO DURO CREEK,FIS,34.99154441,-101.9256264,NA,750 N OF HUNSLEY HILLS,NONE,NA,34.99154441,-101.9256264,A00368
381,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,RANDALL,FM 2590,PALO DURO CREEK,FIS,34.98923902,-101.9369225,NA,.25 MI N OF US 87,NONE,NA,34.98923902,-101.9369225,A00369
381,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,RANDALL,BROWN RD,TERRA BLANCA CREEK,FIS,34.96819203,-101.9547587,NA,775 FT S OF CR 638,NV,NA,34.96819203,-101.9547587,A00370
409,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,SAN PATRICIO,FM 1975,PETERS SWALE,FIS,28.01060559,-97.55359428,NA,.26 MI E OF CR 26,NONE,1.62E+14,28.01060559,-97.55359428,A00371
409,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,SAN PATRICIO,FM 1944,TAFT CREEK A,FIS,27.968078,-97.410351,NA,143 FT W OF FM 631,NONE,NA,27.968078,-97.410351,A00372
409,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,SAN PATRICIO,SH 35,MCCAMPBELL SLOUGH,FIS,27.92922925,-97.18725217,NA,2.29 FT N OF FM 3512,NONE,1.62E+14,27.92922925,-97.18725217,A00373
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,TREADWAY BLVD,BUTTONWILLOW CREEK,FIS,32.39555744,-99.74241415,NA,1.07 MI N OF US 84,NONE,8.22E+13,32.39555744,-99.74241415,A00374
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,ROBERTSON DR,BUTTONWILLOW CREEK,FIS,32.39065626,-99.75326151,NA,56 FT S OF BUTTON WILLOW PKWY N,GAUGE,NA,32.39065626,-99.75326151,A00375
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,WOODLAKE DR,BUTTONWILLOW CREEK,FIS,32.38346,-99.76114884,NA,355 FT W OF FAIRWAY OAKS BLVD,GAUGE,NA,32.38346,-99.76114884,A00376
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,HARDWICK DR,BUTTONWILLOW CREEK,FIS,32.36027333,-99.75960563,NA,850 FT N OF WALDROP DR,NONE,082210B21940001,32.36027333,-99.75960563,A00377
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,SOUTHWEST DR,CAT CLAW CREEK DIV CHANNEL,FIS,32.41653082,-99.77093421,NA,828 FT NE OF HIGH MEADOWS DR,NONE,NA,32.41653082,-99.77093421,A00378
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,BRENTWOOD DR,CAT CLAW CREEK DIV CHANNEL,FIS,32.41663286,-99.77744963,NA,342 FT N OF US 83,NONE,NA,32.41663286,-99.77744963,A00379
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,CLACK ST,ELM CREEK,FIS,32.469709,-99.779747,NA,.62 MI NE OF 10TH ST,NONE,8.22E+13,32.469709,-99.779747,A00380
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,DANVILLE DR,ELM CREEK,FIS,32.469462,-99.779218,NA,.57 MI NE OF 10TH ST,NONE,8.20E+11,32.469462,-99.779218,A00381
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,ANTILLEY DR,ELM CREEK,FIS,32.37299326,-99.79064786,NA,.92 MI W OF FM 89,NONE,082210B20126001,32.37299326,-99.79064786,A00382
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,W STAMFORD ST,LITTLE ELM CREEK,FIS,32.47726522,-99.78658409,NA,1 M SW OF US 83,NONE,8.22E+13,32.47726522,-99.78658409,A00383
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,W OVERLAND ST,LITTLE ELM CREEK,FIS,32.47810668,-99.78699262,NA,1.15 MI W OF US 83,NONE,8.22E+13,32.47810668,-99.78699262,A00384
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,SHIRLEY RD,INDIAN CREEK,FIS,32.48224188,-99.78727689,NA,.30 MI N OF I-20,NONE,NA,32.48224188,-99.78727689,A00385
441,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TAYLOR,LOWDEN ST,RAINY CREEK,FIS,32.4817438,-99.7007094,NA,.30 MI E OF I-20,NONE,NA,32.4817438,-99.7007094,A00386
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,SH 351 WB,RAINY CREEK,FIS,32.47636306,-99.70172023,NA,.13 MI W OF I-20,NONE,8.22E+13,32.47636306,-99.70172023,A00387
441,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,TAYLOR,SH 351 EB,RAINY CREEK,FIS,32.47617139,-99.70167326,NA,.14 MI W OF I-20,NONE,8.22E+13,32.47617139,-99.70167326,A00388
441,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,TAYLOR,ANTILLEY RD,TRIB NO 2 TO ELM CREEK,FIS,32.37284818,-99.81362233,NA,.24 MI E OF CR 333,NONE,NA,32.37284818,-99.81362233,A00389
449,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TITUS,S MADISON ST,HART CREEK TRIB,FIS,33.1530192,-94.97038655,NA,200 FT N OF US 290,NONE,NA,33.1530192,-94.97038655,A00390
449,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,TITUS,W ARIZONA ST,HART CREEK TRIB,FIS,33.15414559,-94.97183755,NA,410 FT W OF S VAN BUREN,NONE,NA,33.15414559,-94.97183755,A00391
467,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,VAN ZANDT,W COLLEGE ST,DRY CREEK,FIS,32.554793,-95.869488,NA,878 FT W OF WILLS POINT,NONE,NA,32.554793,-95.869488,A00392
469,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,VICTORIA,FM 446,COLETO CREEK,FIS,28.727056,-97.078389,NA,1.89 MI SW OF US 59,NV,1.32E+14,28.727056,-97.078389,A00393
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,OLD BLOOMINGTON RD,CRESCENT VALLEY CREEK,FIS,28.715093,-96.954475,NA,.37 MI NW OF MATCHETT RD,NONE,NA,28.715093,-96.954475,A00394
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,PARSON RD,SPRING CREEK,FIS,28.88950555,-97.0400316,NA,.88 MI NE OF PARSONS RD,NV,NA,28.88950555,-97.0400316,A00395
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,OLIVER RD,SPRING CREEK,FIS,28.90001543,-97.05997419,NA,0.88 MI N OF US 87,NV,NA,28.90001543,-97.05997419,A00396
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,RAAB RD,SPRING CREEK,FIS,28.90793385,-97.07544868,NA,.24 MI NE OF US 87,NV,NA,28.90793385,-97.07544868,A00397
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,MENKE RD,LONE TREE CREEK,FIS,28.74376752,-96.88662712,NA,.92 MI ENE OF US 87,NONE,NA,28.74376752,-96.88662712,A00398
469,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,VICTORIA,FM 2615,LONE TREE CREEK,FIS,28.77237222,-96.92712709,NA,1.05 MI ENE OF US 87,NONE,1.32E+14,28.77237222,-96.92712709,A00399
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,HANSELMAN RD,LONE TREE CREEK,FIS,28.79434395,-96.9297905,NA,.43 MI SW OF TIPTON RD,NV,NA,28.79434395,-96.9297905,A00400
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,RAGSDALE RD,GARCITAS CREEK,FIS,28.854799,-96.766603,NA,.87 MI W OF FM 444,NV,NA,28.854799,-96.766603,A00401
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,OLD HWY RD,GARCITAS CREEK,FIS,28.88447686,-96.81388047,NA,1.91 MI WSW OF FM 444,NV,NA,28.88447686,-96.81388047,A00402
469,BRIDGE CLASS,COUNTY,0,RIVERINE,NA,NA,VICTORIA,BENBOW RD,GARCITAS CREEK,FIS,28.90606587,-96.87626112,NA,2.38 MI SW OF FM 444,NV,NA,28.90606587,-96.87626112,A00403
471,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,WALKER,RIVER OAKS DR,PRAIRIE BRANCH,FIS,30.65632442,-95.5347833,NA,2 MI S OF IH-45,NV,NA,30.65632442,-95.5347833,A00404
471,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,WALKER,SH 75,TOWN BRANCH,FIS,30.72142502,-95.5597531,NA,.26 MI SW OF AVE Q,NONE,NA,30.72142502,-95.5597531,A00405
471,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,WALKER,AVENUE J,TOWN BRANCH,FIS,30.723229,-95.559494,NA,.26 MI W OF AVE Q,NONE,NA,30.723229,-95.559494,A00406
477,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,WASHINGTON,N PARK ST,HIGGINS BRANCH,FIS,30.18666,-96.404415,NA,.73 MI N OF E BLUE BELL RD,NONE,NA,30.18666,-96.404415,A00407
479,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WEBB,SH 359,CHACON CREEK,FIS,27.50039778,-99.46633167,NA,992  FT S OF ARKANSAS AVE,NONE,2.22E+14,27.50039778,-99.46633167,A00408
479,UNVENTED FORD,CITY,0,RIVERINE,NA,NA,WEBB,UNNAMED ST,DELLWOOD CREEK,FIS,27.57915372,-99.51204405,UNKNOWN,.22 MI W OF FM 1472,NV,NA,27.57915372,-99.51204405,A00409
479,VENTED FORD,CITY,0,RIVERINE,GAUGE,NA,WEBB,LAS CRUCES DR,LAS MANADAS CREEK TRIBUTARY 2,FIS,27.58374,-99.50827409,NA,390 FT E OF FM 1472,GAUGE,NA,27.58374,-99.50827409,A00410
479,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WEBB,I-35/CONVENT AVE,RIO GRANDE,FIS,27.49966304,-99.50742861,NA,376 FT S OF PEDREGAL ST,NV,222400B00250001,27.49966304,-99.50742861,A00411
479,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,WEBB,I-35 FRONTAGE RD,ZACATE CREEK TRIBUTARY 1,FIS,27.546822,-99.503158,NA,300 FT N OF SAN DARIO AVE,NONE,2.22E+14,27.546822,-99.503158,A00412
503,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,YOUNG,SOUTH ST,SHAWNEE BRANCH,FIS,33.09935307,-98.5892723,NA,81 FT E OF ELM ST,NONE,NA,33.09935307,-98.5892723,A00413
503,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,YOUNG,ELM ST,SHAWNEE BRANCH,FIS,33.09847593,-98.58965805,NA,40 FT E OF ELM ST,NONE,NA,33.09847593,-98.58965805,A00414
503,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,YOUNG,ELM ST,SHAWNEE BRANCH,FIS,33.09760568,-98.58963388,NA,55 FT E OF ELM ST,NONE,NA,33.09760568,-98.58963388,A00415
107,PEDESTRIAN CROSSING,COUNTY,0,RIVERINE,BEHIND ROADSIDE PARK,NA,CROSBY,US 82,WHITE RIVER,VGI,33.66555239,-101.1584211,NA,5 MI W OF CROSBYTON,NONE,NA,33.66555239,-101.1584211,A00416
41,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,BRAZOS,MALONEY RD,BURTON CREEK TRIB,FIS,30.642374,-96.35347,NA,BETWEEN ELM AND VILLA MARIA,NONE,NA,30.642374,-96.35347,A00417
41,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,BRAZOS,WILLIAMSON DR,BURTON CREEK TRIB,VGI,30.64357891,-96.36491055,NA,WILLIAMSON PARK,NONE,NA,30.64357891,-96.36491055,A00418
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,CAVITT AVE,BURTON CREEK TRIB,FIS,30.641783,-96.356226,NA,BETWEEN DELLWOOD AND VILLA MARIA,NONE,170210B00653001,30.641783,-96.356226,A00419
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,DUMAS DR,CARTERS CREEK,FIS,30.686087,-96.353829,NA,BETWEEN MANNING AND MLK,NONE,170210B00379001,30.686087,-96.353829,A00420
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,MLK JR ST,CARTERS CREEK,FIS,30.686492,-96.351285,NA,BETWEEN SH 6 AND DUMAS,NONE,170210B00365001,30.686492,-96.351285,A00421
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,WACO ST,CARTERS CREEK,FIS,30.684039,-96.358584,NA,BETWEEN CONGO AND MLK,NONE,170210B00369001,30.684039,-96.358584,A00422
41,VENTED FORD,CITY,0,RIVERINE,GAUGE,NA,BRAZOS,PALASOTA DR,COTTONWOOD CREEK TRIB,VGI,30.65927967,-96.38081138,NA,BETWEEN GROESBECK AND MOCKINGBIRD,GAUGE,NA,30.65927967,-96.38081138,A00423
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,PALASOTA DR,COTTONWOOD CREEK,FIS,30.665229,-96.387697,NA,0.1 MI NW OF COTTONWOOD,NONE,170210B00246001,30.665229,-96.387697,A00424
453,VENTED FORD,CITY,0,RIVERINE,GAUGE,NA,TRAVIS,WASSON RD,WILLIAMSON CREEK,VGI,30.210496,-97.771141,NA,EAST OF CONGRESS,GAUGE,NA,30.210496,-97.771141,A00425
453,VENTED FORD,CITY,0,RIVERINE,GAUGE #12,NA,TRAVIS,OLD SPICEWOOD SPRINGS RD,LAUREL OAKS CREEK,VGI,30.38263089,-97.76969763,NA,S OF 360,GAUGE,NA,30.38263089,-97.76969763,A00426
453,VENTED FORD,CITY,0,RIVERINE,GAUGE #11,NA,TRAVIS,OLD SPICEWOOD SPRINGS RD,BULL CREEK,VGI,30.382653,-97.770451,NA,BETWEEN 360 ON SPICEWOOD SPRINGS,GAUGE,NA,30.382653,-97.770451,A00427
453,VENTED FORD,CITY,0,RIVERINE,GAUGE #32,NA,TRAVIS,ADELPHI LN,WALNUT CREEK,VGI,30.41902834,-97.71051174,NA,BETWEEN SCRIBE AND WATERS PARK,GAUGE,NA,30.41902834,-97.71051174,A00428
453,VENTED FORD,CITY,0,RIVERINE,GAUGE #34,NA,TRAVIS,ONEAL LN,WALNUT CREEK,VGI,30.41878109,-97.70653903,NA,BETWEEN WATERS PARK AND MOPAC,GAUGE,NA,30.41878109,-97.70653903,A00429
41,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,BRAZOS,MUMFORD RD,STILL CREEK,FIS,30.68472768,-96.39231778,NA,0.5 MI NW OF SH 21,NONE,NA,30.68472768,-96.39231778,A00430
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,TENNESSEE AVE,STILL CREEK,FIS,30.699483,-96.384957,NA,AT INTERSECTION WITH WILKES,NONE,170210B00027001,30.699483,-96.384957,A00431
41,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,BRAZOS,WOODWARD ST,STILL CREEK,VGI,30.70203654,-96.38033488,NA,BONHAM PARK,NONE,NA,30.70203654,-96.38033488,A00432
41,VENTED FORD,CITY,0,RIVERINE,NA,NA,BRAZOS,WILKES RD,STILL CREEK,FIS,30.70464151,-96.37937241,NA,JUST S OF LOUISANA,NONE,NA,30.70464151,-96.37937241,A00433
41,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,BRAZOS,OLD HEARNE RD,STILL CREEK,FIS,30.705974,-96.378611,NA,W OF NORTH OAKS,NONE,NA,30.705974,-96.378611,A00434
41,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,BRAZOS,SH 6 FRONTAGE,THOMPSON CREEK,FIS,30.731739,-96.431941,NA,0.5 MI W OF MARVEY MITCHELL,NONE,NA,30.731739,-96.431941,A00435
41,BRIDGE CLASS,TXDOT,0,RIVERINE,NA,NA,BRAZOS,MUMFORD RD,THOMPSON CREEK,FIS,30.71233829,-96.43383449,NA,0.4 MI W OF MARVEY MITCHELL,NONE,170210AA0302004,30.71233829,-96.43383449,A00436
41,VENTED FORD,COUNTY,0,RIVERINE,NA,NA,BRAZOS,MUMFORD RD,THOMPSON CREEK,FIS,30.71476312,-96.44412398,NA,1 MI W OF MARVEY MITCHELL,NONE,NA,30.71476312,-96.44412398,A00437
41,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,BRAZOS,MILLIFF RD,WOLF PEN CREEK,FIS,30.61613149,-96.32269006,NA,0.04 MI NE OF ROSEMARY,GAUGE,NA,30.61613149,-96.32269006,A00438
41,BRIDGE CLASS,CITY,0,RIVERINE,NA,NA,BRAZOS,REDMOND DR,WOLF PEN CREEK,FIS,30.61539507,-96.32247112,NA,0.05 MI NE OF ROSEMARY,GAUGE,NA,30.61539507,-96.32247112,A00439
41,VENTED FORD,CITY,0,RIVERINE,NA,NA,BRAZOS,UNIVERSITY OAKS DR,"WOLF PEN CREEK, TRIB",FIS,30.62253224,-96.31448466,NA,BETWEEN STALLINGS AND OLYMPIA,NONE,NA,30.62253224,-96.31448466,A00440
41,PEDESTRIAN CROSSING,CITY,0,RIVERINE,NA,NA,BRAZOS,HARVEY RD,"WOLF PEN CREEK, TRIB",VGI,30.62076204,-96.31385156,NA,OAKS PARK,NV,NA,30.62076204,-96.31385156,A00441
